shipment_id,order_id,supplier_id,destination_warehouse_id,carrier_id,order_date,promised_delivery_date,actual_delivery_date,transit_days,promised_transit_days,on_time_flag,in_full_flag,weight_kg,quantity_units,freight_cost_usd,damage_reported_flag,delay_reason,shipment_status,transit_delay_days,otif_compliance_flag,freight_cost_per_kg,delivery_month
SHP-2026-02401,ORD-42185,SUP-017,WH-TYO-08,CAR-002,2026-04-13 18:00:00,2026-04-18,2026-04-18,5,5,1,1,1182.46,352,4375.74,0,,Delivered,0,1,3.7005,2026-04
SHP-2026-02402,ORD-62746,SUP-036,WH-FRA-05,CAR-002,2026-03-31 17:00:00,2026-04-04,2026-04-04,4,4,1,1,2356.0,490,7048.16,0,,Delivered,0,1,2.9916,2026-04
SHP-2026-02403,ORD-23744,SUP-030,WH-SEA-01,CAR-002,2026-01-07 09:00:00,2026-01-12,2026-01-14,7,5,0,1,1598.31,347,5466.79,0,Port Congestion,Delivered,2,0,3.4204,2026-01
SHP-2026-02404,ORD-50973,SUP-025,WH-TYO-08,CAR-001,2026-04-28 15:00:00,2026-05-02,2026-05-01,3,4,1,1,2466.33,101,6708.51,0,,Delivered,-1,1,2.72,2026-05
SHP-2026-02405,ORD-86726,SUP-026,WH-LON-06,CAR-002,2026-06-30 08:00:00,2026-07-02,2026-07-01,1,2,1,1,2623.44,350,9223.89,0,,Customs Processing,-1,1,3.516,2026-07
SHP-2026-02406,ORD-79099,SUP-044,WH-TYO-08,CAR-007,2026-03-05 11:00:00,2026-03-08,2026-03-07,2,3,1,1,4499.36,354,9546.96,0,,Delivered,-1,1,2.1218,2026-03
SHP-2026-02407,ORD-23955,SUP-003,WH-DXB-10,CAR-007,2026-05-06 06:00:00,2026-05-11,2026-05-15,9,5,0,1,3516.95,128,8789.68,0,Carrier Breakdown,Delivered,4,0,2.4992,2026-05
SHP-2026-02408,ORD-63108,SUP-005,WH-ROT-04,CAR-001,2026-03-11 09:00:00,2026-03-13,2026-03-12,1,2,1,1,784.11,324,2095.07,0,,Delivered,-1,1,2.6719,2026-03
SHP-2026-02409,ORD-97498,SUP-031,WH-ROT-04,CAR-006,2026-05-26 12:00:00,2026-06-02,2026-06-02,7,7,1,1,4280.59,21,6295.09,0,,Delivered,0,1,1.4706,2026-06
SHP-2026-02410,ORD-13301,SUP-030,WH-SEA-01,CAR-001,2026-06-22 17:00:00,2026-06-25,2026-06-23,1,3,1,1,1994.44,426,4932.44,0,,Delivered,-2,1,2.4731,2026-06
SHP-2026-02411,ORD-18953,SUP-012,WH-DAL-03,CAR-006,2026-06-21 12:00:00,2026-06-26,2026-06-25,4,5,1,1,3653.51,372,6487.5,0,,In Transit,-1,1,1.7757,2026-06
SHP-2026-02412,ORD-44583,SUP-028,WH-SYD-09,CAR-007,2026-05-30 07:00:00,2026-06-01,2026-05-31,1,2,1,1,621.48,420,1251.39,0,,Delivered,-1,1,2.0136,2026-05
SHP-2026-02413,ORD-91093,SUP-011,WH-DAL-03,CAR-006,2026-04-07 07:00:00,2026-04-11,2026-04-09,2,4,1,1,2482.17,85,4251.24,0,,Delivered,-2,1,1.7127,2026-04
SHP-2026-02414,ORD-99973,SUP-049,WH-FRA-05,CAR-007,2026-03-23 13:00:00,2026-03-27,2026-03-26,3,4,1,1,1730.06,119,3675.6,0,,Delivered,-1,1,2.1246,2026-03
SHP-2026-02415,ORD-12397,SUP-019,WH-LON-06,CAR-005,2026-01-20 07:00:00,2026-01-28,2026-02-03,14,8,0,1,1001.54,106,2061.89,0,Weather Disruption,Delivered,6,0,2.0587,2026-02
SHP-2026-02416,ORD-66208,SUP-004,WH-LON-06,CAR-003,2026-02-22 14:00:00,2026-03-22,2026-03-22,28,28,1,1,3120.57,438,2559.43,0,,Delivered,0,1,0.8202,2026-03
SHP-2026-02417,ORD-13657,SUP-050,WH-SYD-09,CAR-005,2026-01-26 14:00:00,2026-02-05,2026-02-04,9,10,1,1,4228.99,353,7238.3,0,,Delivered,-1,1,1.7116,2026-02
SHP-2026-02418,ORD-32149,SUP-043,WH-CHI-02,CAR-005,2026-05-14 09:00:00,2026-05-19,2026-05-18,4,5,1,1,4387.76,66,8982.56,0,,Delivered,-1,1,2.0472,2026-05
SHP-2026-02419,ORD-85105,SUP-025,WH-SYD-09,CAR-004,2026-01-03 09:00:00,2026-01-05,2026-01-04,1,2,1,1,4144.6,257,11213.61,0,,Delivered,-1,1,2.7056,2026-01
SHP-2026-02420,ORD-65190,SUP-043,WH-SEA-01,CAR-007,2026-06-20 13:00:00,2026-06-25,2026-06-29,9,5,0,0,1728.61,201,4073.45,1,Port Congestion,Delivered,4,0,2.3565,2026-06
SHP-2026-02421,ORD-16465,SUP-041,WH-TYO-08,CAR-002,2026-04-17 08:00:00,2026-04-19,2026-04-19,2,2,1,1,1304.63,274,4275.15,0,,Delivered,0,1,3.2769,2026-04
SHP-2026-02422,ORD-90577,SUP-033,WH-FRA-05,CAR-002,2026-04-10 19:00:00,2026-04-13,2026-04-16,6,3,0,1,3810.03,417,12948.53,0,Port Congestion,Delivered,3,0,3.3985,2026-04
SHP-2026-02423,ORD-12678,SUP-020,WH-SIN-07,CAR-008,2026-01-28 15:00:00,2026-02-05,2026-02-06,9,8,0,1,3244.76,128,6635.54,0,Carrier Breakdown,Delivered,1,0,2.045,2026-02
SHP-2026-02424,ORD-96770,SUP-037,WH-SIN-07,CAR-005,2026-01-09 15:00:00,2026-01-18,2026-01-17,8,9,1,1,2921.02,76,4952.5,0,,Delivered,-1,1,1.6955,2026-01
SHP-2026-02425,ORD-61283,SUP-044,WH-CHI-02,CAR-008,2026-01-14 07:00:00,2026-01-22,2026-01-28,14,8,0,1,2603.71,288,4606.6,0,Documentation Error,Delivered,6,0,1.7692,2026-01
SHP-2026-02426,ORD-28159,SUP-030,WH-TYO-08,CAR-001,2026-03-12 08:00:00,2026-03-14,2026-03-14,2,2,1,1,348.08,471,831.21,0,,Delivered,0,1,2.388,2026-03
SHP-2026-02427,ORD-11371,SUP-026,WH-LON-06,CAR-003,2026-01-01 08:00:00,2026-01-21,2026-01-22,21,20,0,1,3199.88,415,2819.58,0,Documentation Error,Delivered,1,0,0.8812,2026-01
SHP-2026-02428,ORD-63510,SUP-013,WH-DAL-03,CAR-004,2026-04-05 14:00:00,2026-04-08,2026-04-07,2,3,1,1,904.95,337,2709.94,0,,Delivered,-1,1,2.9946,2026-04
SHP-2026-02429,ORD-55240,SUP-016,WH-LON-06,CAR-008,2026-03-25 19:00:00,2026-03-29,2026-03-28,3,4,1,1,4136.33,121,7753.33,0,,Delivered,-1,1,1.8744,2026-03
SHP-2026-02430,ORD-53308,SUP-011,WH-CHI-02,CAR-001,2026-01-21 10:00:00,2026-01-23,2026-01-23,2,2,1,1,719.91,106,1874.76,0,,Delivered,0,1,2.6042,2026-01
SHP-2026-02431,ORD-73692,SUP-037,WH-LON-06,CAR-008,2026-05-29 06:00:00,2026-06-03,2026-06-01,3,5,1,1,2069.39,262,4011.5,0,,Delivered,-2,1,1.9385,2026-06
SHP-2026-02432,ORD-60067,SUP-003,WH-SEA-01,CAR-004,2026-03-30 12:00:00,2026-04-04,2026-04-02,3,5,1,1,1400.42,475,3418.52,0,,Delivered,-2,1,2.4411,2026-04
SHP-2026-02433,ORD-60486,SUP-006,WH-SEA-01,CAR-006,2026-04-11 10:00:00,2026-04-19,2026-04-17,6,8,1,1,2858.83,116,4619.21,0,,Delivered,-2,1,1.6158,2026-04
SHP-2026-02434,ORD-60826,SUP-008,WH-SYD-09,CAR-005,2026-05-23 13:00:00,2026-06-02,2026-06-01,9,10,1,1,2118.31,449,4078.37,0,,Delivered,-1,1,1.9253,2026-06
SHP-2026-02435,ORD-40976,SUP-020,WH-FRA-05,CAR-004,2026-03-25 16:00:00,2026-03-30,2026-03-28,3,5,1,1,3797.06,337,11381.12,0,,Delivered,-2,1,2.9974,2026-03
SHP-2026-02436,ORD-44606,SUP-015,WH-SEA-01,CAR-004,2026-02-15 10:00:00,2026-02-20,2026-02-18,3,5,1,1,3277.56,396,8521.65,0,,Delivered,-2,1,2.6,2026-02
SHP-2026-02437,ORD-38471,SUP-050,WH-LON-06,CAR-002,2026-01-01 10:00:00,2026-01-05,2026-01-05,4,4,1,1,2660.59,234,9157.34,0,,Delivered,0,1,3.4418,2026-01
SHP-2026-02438,ORD-57170,SUP-023,WH-CHI-02,CAR-002,2026-04-10 06:00:00,2026-04-14,2026-04-14,4,4,1,1,2202.24,409,7076.16,0,,Delivered,0,1,3.2132,2026-04
SHP-2026-02439,ORD-68926,SUP-031,WH-DXB-10,CAR-005,2026-04-16 19:00:00,2026-04-20,2026-04-21,5,4,0,1,4292.47,210,8058.98,0,Port Congestion,Delivered,1,0,1.8775,2026-04
SHP-2026-02440,ORD-85578,SUP-044,WH-LON-06,CAR-005,2026-03-31 12:00:00,2026-04-06,2026-04-04,4,6,1,1,2565.47,95,4654.68,0,,Delivered,-2,1,1.8144,2026-04
SHP-2026-02441,ORD-79261,SUP-033,WH-ROT-04,CAR-005,2026-03-28 10:00:00,2026-04-06,2026-04-10,13,9,0,1,96.35,499,177.42,0,Documentation Error,Delivered,4,0,1.8414,2026-04
SHP-2026-02442,ORD-63708,SUP-001,WH-LON-06,CAR-007,2026-04-22 12:00:00,2026-04-25,2026-04-23,1,3,1,1,3244.34,121,6965.16,0,,Delivered,-2,1,2.1469,2026-04
SHP-2026-02443,ORD-95754,SUP-003,WH-SYD-09,CAR-008,2026-06-09 18:00:00,2026-06-19,2026-06-18,9,10,1,1,4012.15,201,7657.84,0,,Delivered,-1,1,1.9087,2026-06
SHP-2026-02444,ORD-97828,SUP-010,WH-ROT-04,CAR-007,2026-04-07 09:00:00,2026-04-12,2026-04-12,5,5,1,1,3963.07,482,9507.31,0,,Delivered,0,1,2.399,2026-04
SHP-2026-02445,ORD-95610,SUP-029,WH-CHI-02,CAR-001,2026-03-03 11:00:00,2026-03-05,2026-03-12,9,2,0,1,884.07,218,2464.64,0,Customs Hold,Delivered,7,0,2.7878,2026-03
SHP-2026-02446,ORD-40118,SUP-013,WH-DAL-03,CAR-005,2026-02-11 09:00:00,2026-02-16,2026-02-16,5,5,1,1,280.89,325,463.5,0,,Delivered,0,1,1.6501,2026-02
SHP-2026-02447,ORD-43893,SUP-025,WH-FRA-05,CAR-005,2026-01-06 18:00:00,2026-01-13,2026-01-13,7,7,1,1,3763.61,203,7808.61,0,,Delivered,0,1,2.0748,2026-01
SHP-2026-02448,ORD-50045,SUP-026,WH-ROT-04,CAR-001,2026-06-06 11:00:00,2026-06-09,2026-06-08,2,3,1,1,2442.7,408,6089.56,0,,Delivered,-1,1,2.493,2026-06
SHP-2026-02449,ORD-79607,SUP-033,WH-CHI-02,CAR-003,2026-03-29 09:00:00,2026-04-23,2026-04-23,25,25,1,1,196.88,491,169.82,0,,Delivered,0,1,0.8626,2026-04
SHP-2026-02450,ORD-78194,SUP-019,WH-SYD-09,CAR-006,2026-05-17 13:00:00,2026-05-27,2026-05-27,10,10,1,1,524.52,333,935.13,0,,Delivered,0,1,1.7828,2026-05
SHP-2026-02451,ORD-49673,SUP-011,WH-SEA-01,CAR-005,2026-04-03 11:00:00,2026-04-09,2026-04-07,4,6,1,1,3619.62,237,6316.57,0,,Delivered,-2,1,1.7451,2026-04
SHP-2026-02452,ORD-13593,SUP-022,WH-DAL-03,CAR-006,2026-01-08 13:00:00,2026-01-16,2026-01-15,7,8,1,1,2500.39,238,4092.87,0,,Delivered,-1,1,1.6369,2026-01
SHP-2026-02453,ORD-52733,SUP-015,WH-DAL-03,CAR-001,2026-06-01 08:00:00,2026-06-04,2026-06-06,5,3,0,1,202.11,328,579.25,0,Port Congestion,Delivered,2,0,2.866,2026-06
SHP-2026-02454,ORD-78078,SUP-027,WH-SYD-09,CAR-007,2026-02-23 15:00:00,2026-02-26,2026-02-25,2,3,1,1,2568.08,91,6110.35,0,,Delivered,-1,1,2.3793,2026-02
SHP-2026-02455,ORD-72113,SUP-045,WH-TYO-08,CAR-004,2026-01-20 10:00:00,2026-01-23,2026-01-21,1,3,1,1,1662.2,305,4419.42,0,,Delivered,-2,1,2.6588,2026-01
SHP-2026-02456,ORD-52491,SUP-020,WH-DXB-10,CAR-007,2026-03-18 07:00:00,2026-03-23,2026-03-27,9,5,0,0,2461.46,251,5437.69,1,Customs Hold,Delivered,4,0,2.2091,2026-03
SHP-2026-02457,ORD-95994,SUP-012,WH-CHI-02,CAR-001,2026-05-15 13:00:00,2026-05-19,2026-05-19,4,4,1,1,717.78,358,1593.89,0,,Delivered,0,1,2.2206,2026-05
SHP-2026-02458,ORD-96317,SUP-047,WH-SEA-01,CAR-002,2026-05-06 11:00:00,2026-05-10,2026-05-09,3,4,1,1,347.36,265,1058.11,0,,Delivered,-1,1,3.0461,2026-05
SHP-2026-02459,ORD-63182,SUP-018,WH-CHI-02,CAR-001,2026-04-14 12:00:00,2026-04-17,2026-04-16,2,3,1,1,2943.54,60,6529.25,0,,Delivered,-1,1,2.2182,2026-04
SHP-2026-02460,ORD-81152,SUP-017,WH-DXB-10,CAR-008,2026-03-12 08:00:00,2026-03-22,2026-03-29,17,10,0,1,2191.7,184,4754.33,0,Weather Disruption,Delivered,7,0,2.1692,2026-03
SHP-2026-02461,ORD-16419,SUP-001,WH-ROT-04,CAR-004,2026-05-27 11:00:00,2026-06-01,2026-06-05,9,5,0,0,1011.94,339,2790.15,1,Documentation Error,Delivered,4,0,2.7572,2026-06
SHP-2026-02462,ORD-75557,SUP-022,WH-CHI-02,CAR-005,2026-04-25 15:00:00,2026-04-30,2026-04-29,4,5,1,1,2210.15,349,3791.83,0,,Delivered,-1,1,1.7156,2026-04
SHP-2026-02463,ORD-97727,SUP-001,WH-CHI-02,CAR-008,2026-01-25 11:00:00,2026-01-29,2026-01-27,2,4,1,1,1973.67,443,3953.58,0,,Delivered,-2,1,2.0032,2026-01
SHP-2026-02464,ORD-56246,SUP-040,WH-DAL-03,CAR-001,2026-02-03 11:00:00,2026-02-05,2026-02-05,2,2,1,1,580.25,291,1519.28,0,,Delivered,0,1,2.6183,2026-02
SHP-2026-02465,ORD-54625,SUP-015,WH-DAL-03,CAR-004,2026-06-30 08:00:00,2026-07-05,2026-07-04,4,5,1,1,2610.3,396,7840.76,0,,Delivered,-1,1,3.0038,2026-07
SHP-2026-02466,ORD-68147,SUP-022,WH-DAL-03,CAR-002,2026-05-18 16:00:00,2026-05-22,2026-05-22,4,4,1,1,394.1,420,1408.26,0,,Delivered,0,1,3.5734,2026-05
SHP-2026-02467,ORD-34054,SUP-039,WH-CHI-02,CAR-005,2026-02-12 06:00:00,2026-02-22,2026-02-21,9,10,1,1,1397.03,415,2830.5,0,,Delivered,-1,1,2.0261,2026-02
SHP-2026-02468,ORD-19186,SUP-016,WH-FRA-05,CAR-008,2026-05-30 12:00:00,2026-06-04,2026-06-03,4,5,1,1,2725.74,289,5320.67,0,,Delivered,-1,1,1.952,2026-06
SHP-2026-02469,ORD-72916,SUP-042,WH-DAL-03,CAR-005,2026-05-28 18:00:00,2026-06-04,2026-06-04,7,7,1,1,3430.78,372,6566.6,0,,Delivered,0,1,1.914,2026-06
SHP-2026-02470,ORD-31599,SUP-020,WH-DAL-03,CAR-005,2026-02-18 16:00:00,2026-02-24,2026-02-23,5,6,1,1,3876.68,246,7373.0,0,,Delivered,-1,1,1.9019,2026-02
SHP-2026-02471,ORD-94880,SUP-024,WH-DXB-10,CAR-007,2026-05-02 07:00:00,2026-05-06,2026-05-04,2,4,1,1,3838.77,275,7794.1,0,,Delivered,-2,1,2.0304,2026-05
SHP-2026-02472,ORD-48405,SUP-040,WH-SEA-01,CAR-003,2026-05-27 06:00:00,2026-06-26,2026-06-25,29,30,1,1,4180.03,338,3887.66,0,,Delivered,-1,1,0.9301,2026-06
SHP-2026-02473,ORD-72636,SUP-004,WH-TYO-08,CAR-007,2026-06-10 06:00:00,2026-06-12,2026-06-12,2,2,1,1,2726.26,191,5872.2,0,,Delivered,0,1,2.1539,2026-06
SHP-2026-02474,ORD-14332,SUP-019,WH-SIN-07,CAR-003,2026-02-12 12:00:00,2026-03-08,2026-03-06,22,24,1,1,3758.14,143,2995.62,0,,Delivered,-2,1,0.7971,2026-03
SHP-2026-02475,ORD-98967,SUP-039,WH-ROT-04,CAR-007,2026-03-01 06:00:00,2026-03-03,2026-03-02,1,2,1,1,4157.14,40,9505.73,0,,Delivered,-1,1,2.2866,2026-03
SHP-2026-02476,ORD-74401,SUP-030,WH-LON-06,CAR-003,2026-03-03 07:00:00,2026-04-01,2026-04-09,37,29,0,1,3697.19,476,3201.69,0,Customs Hold,Delivered,8,0,0.866,2026-04
SHP-2026-02477,ORD-53248,SUP-037,WH-LON-06,CAR-007,2026-01-04 20:00:00,2026-01-06,2026-01-05,1,2,1,1,1233.23,418,3044.35,0,,Delivered,-1,1,2.4686,2026-01
SHP-2026-02478,ORD-52341,SUP-029,WH-DXB-10,CAR-005,2026-03-20 08:00:00,2026-03-25,2026-03-23,3,5,1,1,1128.49,399,2247.74,0,,Delivered,-2,1,1.9918,2026-03
SHP-2026-02479,ORD-32126,SUP-044,WH-DXB-10,CAR-007,2026-04-17 20:00:00,2026-04-22,2026-04-22,5,5,1,0,4424.07,314,9056.04,1,,Delivered,0,0,2.047,2026-04
SHP-2026-02480,ORD-89313,SUP-050,WH-DAL-03,CAR-007,2026-02-11 17:00:00,2026-02-15,2026-02-15,4,4,1,1,1841.94,378,3493.56,0,,Delivered,0,1,1.8967,2026-02
SHP-2026-02481,ORD-29090,SUP-037,WH-DXB-10,CAR-001,2026-01-10 17:00:00,2026-01-12,2026-01-11,1,2,1,1,1859.28,340,5281.34,0,,Delivered,-1,1,2.8405,2026-01
SHP-2026-02482,ORD-62501,SUP-016,WH-TYO-08,CAR-008,2026-06-30 11:00:00,2026-07-06,2026-07-06,6,6,1,1,3229.07,338,5885.62,0,,Delivered,0,1,1.8227,2026-07
SHP-2026-02483,ORD-39443,SUP-047,WH-TYO-08,CAR-003,2026-06-30 17:00:00,2026-07-18,2026-07-17,17,18,1,1,4279.12,147,4158.93,0,,Delivered,-1,1,0.9719,2026-07
SHP-2026-02484,ORD-34015,SUP-015,WH-ROT-04,CAR-005,2026-06-25 15:00:00,2026-07-02,2026-07-01,6,7,1,1,1471.62,408,2481.6,0,,Delivered,-1,1,1.6863,2026-07
SHP-2026-02485,ORD-39008,SUP-033,WH-LON-06,CAR-003,2026-05-01 14:00:00,2026-05-30,2026-05-29,28,29,1,1,931.67,432,909.26,0,,Delivered,-1,1,0.9759,2026-05
SHP-2026-02486,ORD-23299,SUP-031,WH-ROT-04,CAR-001,2026-03-01 10:00:00,2026-03-05,2026-03-03,2,4,1,1,976.45,127,2282.82,0,,Delivered,-2,1,2.3379,2026-03
SHP-2026-02487,ORD-55461,SUP-019,WH-DAL-03,CAR-003,2026-05-02 20:00:00,2026-05-24,2026-05-30,28,22,0,1,3229.88,38,2848.6,0,Customs Hold,Delivered,6,0,0.882,2026-05
SHP-2026-02488,ORD-57924,SUP-005,WH-SEA-01,CAR-006,2026-04-13 06:00:00,2026-04-18,2026-04-18,5,5,1,1,1503.61,259,2583.93,0,,Delivered,0,1,1.7185,2026-04
SHP-2026-02489,ORD-94886,SUP-035,WH-LON-06,CAR-006,2026-05-08 06:00:00,2026-05-18,2026-05-17,9,10,1,1,2871.52,149,4778.84,0,,Delivered,-1,1,1.6642,2026-05
SHP-2026-02490,ORD-40483,SUP-026,WH-FRA-05,CAR-006,2026-03-20 07:00:00,2026-03-24,2026-03-24,4,4,1,1,1702.44,54,2583.48,0,,Delivered,0,1,1.5175,2026-03
SHP-2026-02491,ORD-39257,SUP-032,WH-SYD-09,CAR-001,2026-05-13 07:00:00,2026-05-15,2026-05-14,1,2,1,1,4383.04,20,10776.87,0,,Delivered,-1,1,2.4588,2026-05
SHP-2026-02492,ORD-75034,SUP-049,WH-FRA-05,CAR-005,2026-01-18 15:00:00,2026-01-27,2026-01-27,9,9,1,1,1532.66,397,2814.02,0,,Delivered,0,1,1.836,2026-01
SHP-2026-02493,ORD-63807,SUP-028,WH-CHI-02,CAR-007,2026-03-01 08:00:00,2026-03-04,2026-03-03,2,3,1,1,1144.84,230,2769.52,0,,Delivered,-1,1,2.4191,2026-03
SHP-2026-02494,ORD-10101,SUP-043,WH-DAL-03,CAR-002,2026-06-21 19:00:00,2026-06-25,2026-06-23,2,4,1,1,1974.96,14,6090.43,0,,Customs Processing,-2,1,3.0838,2026-06
SHP-2026-02495,ORD-70369,SUP-021,WH-SIN-07,CAR-002,2026-01-11 10:00:00,2026-01-14,2026-01-21,10,3,0,1,3648.61,225,12445.08,0,Documentation Error,Delivered,7,0,3.4109,2026-01
SHP-2026-02496,ORD-14973,SUP-013,WH-CHI-02,CAR-005,2026-06-25 09:00:00,2026-07-04,2026-07-04,9,9,1,1,4112.42,391,7567.77,0,,In Transit,0,1,1.8402,2026-07
SHP-2026-02497,ORD-75645,SUP-019,WH-SEA-01,CAR-002,2026-04-17 17:00:00,2026-04-19,2026-04-18,1,2,1,1,1013.64,435,2968.33,0,,Delivered,-1,1,2.9284,2026-04
SHP-2026-02498,ORD-24926,SUP-035,WH-SYD-09,CAR-002,2026-06-02 09:00:00,2026-06-04,2026-06-03,1,2,1,1,2971.17,134,9355.81,0,,Delivered,-1,1,3.1489,2026-06
SHP-2026-02499,ORD-96617,SUP-046,WH-SIN-07,CAR-008,2026-05-18 17:00:00,2026-05-24,2026-05-30,12,6,0,1,4192.79,189,7087.45,0,Port Congestion,Delivered,6,0,1.6904,2026-05
SHP-2026-02500,ORD-73999,SUP-022,WH-DXB-10,CAR-007,2026-04-13 18:00:00,2026-04-16,2026-04-16,3,3,1,1,2381.82,496,4519.69,0,,Delivered,0,1,1.8976,2026-04
SHP-2026-02501,ORD-65046,SUP-047,WH-DAL-03,CAR-001,2026-06-13 14:00:00,2026-06-15,2026-06-14,1,2,1,1,2041.06,244,5449.06,0,,Delivered,-1,1,2.6697,2026-06
SHP-2026-02502,ORD-78213,SUP-030,WH-FRA-05,CAR-001,2026-05-13 09:00:00,2026-05-15,2026-05-15,2,2,1,1,271.24,237,677.9,0,,Delivered,0,1,2.4993,2026-05
SHP-2026-02503,ORD-60794,SUP-007,WH-DXB-10,CAR-006,2026-06-14 10:00:00,2026-06-20,2026-06-18,4,6,1,1,2491.38,466,3824.88,0,,Delivered,-2,1,1.5352,2026-06
SHP-2026-02504,ORD-74411,SUP-037,WH-TYO-08,CAR-005,2026-01-10 12:00:00,2026-01-17,2026-01-15,5,7,1,1,1909.46,454,3380.89,0,,Delivered,-2,1,1.7706,2026-01
SHP-2026-02505,ORD-76031,SUP-028,WH-CHI-02,CAR-002,2026-03-19 11:00:00,2026-03-24,2026-03-30,11,5,0,1,972.17,484,2986.91,0,Port Congestion,Delivered,6,0,3.0724,2026-03
SHP-2026-02506,ORD-38039,SUP-014,WH-SEA-01,CAR-008,2026-05-31 20:00:00,2026-06-05,2026-06-06,6,5,0,1,1605.23,187,3416.52,0,Customs Hold,Delivered,1,0,2.1284,2026-06
SHP-2026-02507,ORD-24190,SUP-046,WH-ROT-04,CAR-008,2026-05-03 13:00:00,2026-05-13,2026-05-11,8,10,1,1,940.28,362,1763.1,0,,Delivered,-2,1,1.8751,2026-05
SHP-2026-02508,ORD-17546,SUP-027,WH-DXB-10,CAR-003,2026-01-28 11:00:00,2026-02-19,2026-02-17,20,22,1,1,733.96,83,720.96,0,,Delivered,-2,1,0.9823,2026-02
SHP-2026-02509,ORD-14781,SUP-019,WH-DAL-03,CAR-006,2026-03-28 11:00:00,2026-04-01,2026-03-31,3,4,1,1,1366.25,269,2454.67,0,,Delivered,-1,1,1.7966,2026-03
SHP-2026-02510,ORD-11728,SUP-037,WH-DXB-10,CAR-004,2026-05-07 12:00:00,2026-05-12,2026-05-10,3,5,1,1,2178.48,59,5624.16,0,,Delivered,-2,1,2.5817,2026-05
SHP-2026-02511,ORD-90620,SUP-016,WH-ROT-04,CAR-005,2026-05-15 09:00:00,2026-05-25,2026-05-25,10,10,1,1,183.09,124,296.01,0,,Delivered,0,1,1.6167,2026-05
SHP-2026-02512,ORD-91159,SUP-002,WH-FRA-05,CAR-004,2026-05-06 17:00:00,2026-05-10,2026-05-17,11,4,0,1,4457.14,208,11866.62,0,Carrier Breakdown,Delivered,7,0,2.6624,2026-05
SHP-2026-02513,ORD-31749,SUP-023,WH-TYO-08,CAR-004,2026-01-26 14:00:00,2026-01-31,2026-02-06,11,5,0,1,2062.92,216,5353.89,0,Customs Hold,Delivered,6,0,2.5953,2026-02
SHP-2026-02514,ORD-57110,SUP-003,WH-DAL-03,CAR-004,2026-02-03 09:00:00,2026-02-07,2026-02-14,11,4,0,1,2059.66,498,6181.96,0,Port Congestion,Delivered,7,0,3.0014,2026-02
SHP-2026-02515,ORD-76432,SUP-034,WH-CHI-02,CAR-006,2026-05-25 17:00:00,2026-05-29,2026-05-29,4,4,1,1,4157.47,94,7204.39,0,,Delivered,0,1,1.7329,2026-05
SHP-2026-02516,ORD-46098,SUP-005,WH-SEA-01,CAR-006,2026-04-16 12:00:00,2026-04-23,2026-04-25,9,7,0,1,1017.92,279,1432.41,0,Customs Hold,Delivered,2,0,1.4072,2026-04
SHP-2026-02517,ORD-46942,SUP-038,WH-TYO-08,CAR-001,2026-05-23 12:00:00,2026-05-26,2026-05-25,2,3,1,1,675.38,175,1683.26,0,,Delivered,-1,1,2.4923,2026-05
SHP-2026-02518,ORD-61496,SUP-010,WH-FRA-05,CAR-005,2026-01-04 08:00:00,2026-01-09,2026-01-08,4,5,1,1,3138.65,284,5189.18,0,,Delivered,-1,1,1.6533,2026-01
SHP-2026-02519,ORD-79863,SUP-016,WH-ROT-04,CAR-002,2026-04-29 09:00:00,2026-05-04,2026-05-10,11,5,0,1,1057.32,437,3022.37,0,Weather Disruption,Delivered,6,0,2.8585,2026-05
SHP-2026-02520,ORD-97757,SUP-025,WH-SEA-01,CAR-003,2026-06-23 12:00:00,2026-07-21,2026-07-21,28,28,1,1,4144.39,319,4003.22,0,,Delivered,0,1,0.9659,2026-07
SHP-2026-02521,ORD-23360,SUP-025,WH-SIN-07,CAR-001,2026-01-22 06:00:00,2026-01-26,2026-01-26,4,4,1,1,3936.44,391,10322.83,0,,Delivered,0,1,2.6224,2026-01
SHP-2026-02522,ORD-83426,SUP-047,WH-DXB-10,CAR-003,2026-03-22 19:00:00,2026-04-15,2026-04-13,22,24,1,1,2716.65,381,2693.67,0,,Delivered,-2,1,0.9915,2026-04
SHP-2026-02523,ORD-83710,SUP-019,WH-SYD-09,CAR-004,2026-01-17 06:00:00,2026-01-20,2026-01-19,2,3,1,1,464.9,274,1361.87,0,,Delivered,-1,1,2.9294,2026-01
SHP-2026-02524,ORD-97623,SUP-001,WH-CHI-02,CAR-005,2026-03-29 20:00:00,2026-04-02,2026-04-02,4,4,1,1,746.75,237,1425.54,0,,Delivered,0,1,1.909,2026-04
SHP-2026-02525,ORD-60645,SUP-020,WH-SEA-01,CAR-005,2026-04-26 06:00:00,2026-05-04,2026-05-04,8,8,1,1,2597.73,34,4466.32,0,,Delivered,0,1,1.7193,2026-05
SHP-2026-02526,ORD-61082,SUP-019,WH-TYO-08,CAR-002,2026-06-19 19:00:00,2026-06-24,2026-06-24,5,5,1,1,146.93,424,424.22,0,,Delivered,0,1,2.8872,2026-06
SHP-2026-02527,ORD-45091,SUP-031,WH-FRA-05,CAR-006,2026-02-02 18:00:00,2026-02-07,2026-02-05,3,5,1,1,4396.39,414,7121.45,0,,Delivered,-2,1,1.6198,2026-02
